,CAS_No,SupplementalRecordUI,Agent,Year,Month,Day,Note,Frequency,DescriptorUI,Source,ConceptUI,RegistryNumber,TermUI,ThesaurusID,QualifierUI,PreviousIndexing,CASN1Name,Concept1UI,Concept2UI,DataSource,FileLocator,NameOfSubstance,Synonyms,RelatedRegistryNumber,ClassificationCode,MolecularFormula,DescriptorName,OtherRegistryNumber,FormulaFragment,SuperListName,SuperlistClassCode,InternetLocator,SuperlistLocator,MixtureName,GroupNo,Volume,id
2191,50594677,,"Methyl acifluorfen|Acifluorfen, methyl ester||Chloro-4-(trifluoromethyl)phenoxy-2-nitrobenzoic acid, methyl ester|Benzoic acid, 5-(2-chloro-4-(trifluoromethyl)phenoxy)-2-nitro-, methyl ester|Methyl 5-(2-chloro-4-(trifluoromethyl)phenoxy)-2-nitrobenzoate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,114404
2192,50599,,"Phenol, 3-(((4,5-dihydro-1H-imidazol-2-yl)methyl)(4-methylphenyl)amino)-, Phentolamine, Pyridinium, 1-((2-carboxy-8-oxo-7-(2-(2-thienyl)acetamido)-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-, hydroxide, inner salt",,,,"A Cephalosporin antibiotic., 8-Lysyl vasopressin. The porcine antidiuretic hormone most frequently used clinically. A cyclic nonapeptide with lysine in position 8 of the chain; it is used to treat diabetes insipidus and as hemostatic because of its vasoconstrictor action.",,,"EINECS, MESH, RTECS, HSDB, NLM, USPDDN",,,,,,,,,,chemid.xml,"CANCERLIT, MEDLINE, EINECS, HSDB, MESH, RTECS, TOXLINE, EMIC, MESH HEADING, DART/ETIC","Cephaloridine USAN:BAN, Phentolamine","2-(m-Hydroxy-N-p-tolylanilinomethyl)-2-imidazoline, Regitine, Phentolaminum INN-Latin, 2-((N-(m-Hydroxyphenyl)-p-toluidino)methyl)-2-imidazoline, Regitin, C 7337 Ciba, HSDB 3382, BRN 0272944, 2-Imidazoline, 2-((N-(m-hydroxyphenyl)-p-toluidino)methyl)-, Dibasin, Phenol, m-(N-(2-imidazolin-2-ylmethyl)-p-toluidino)-, Fentolamin, ""2-(N-p-Tolyl-N-m-hydroxyphenylaminomethyl)-2-imidazoline"", Phentolamine, C 7337, Fentolamina INN-Spanish, EINECS 200-053-1, 5-25-09-00365 (Beilstein Handbook Reference), Sefacin, Phenol, 3-(((4,5-dihydro-1H-imidazol-2-yl)methyl)(4-methylphenyl)amino)-, 2-(N-(m-Hydroxyphenyl)-p-toluidinomethyl)imidazoline",113-52-0 (mono-hydrochloride),"Drug / Therapeutic Agent, Human Data, Antibacterial, Cephalosporins, Reproductive Effect","C19-H17-N3-O4-S2, C12-H17-N-O.C4-H6-O6","Phentolamine, Cephaloridine",2233-26-3,COMPONENT,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2193,50602,,"""Benzoic acid, 3,4,5-trimethoxy-, diester with 3,3-(ethylenebis(methylimino))di-1-propanol, dihydrochloride"", Phentolamine, Hexobendine dihydrochloride",,,,"A Cephalosporin antibiotic., ""A Nonselective alpha-adrenergic antagonist. It is used in the treatment of hypertension and hypertensive emergencies, pheochromocytoma, vasospasm of Raynauds disease and frostbite, clonidine withdrawal syndrome, impotence, and peripheral vascular disease.""",,,"EINECS, MESH, RTECS, HSDB, NLM",,,,,,,,,,chemid.xml,"CANCERLIT, MEDLINE, EINECS, HSDB, MESH, RTECS, TOXLINE, AIDSLINE, EMIC, MESH HEADING, DART/ETIC","Phentolamine, Hexobendine dihydrochloride","EINECS 200-054-7, Regitine, ""N,N-Dimethyl-N,N-bis(3-(3,4,5-trimethoxybenzoxy)propyl)ethylenediamine dihydrochloride"", Benzoic acid, 3,4,5-trimethoxy-, 1,2-ethanediylbis((methylimino)-3,1-propanediyl) ester, 2HCl, Reoxyl, Andiamine, Hexobendine dihydrochloride","73-05-2 (mono-hydrochloride), 65-28-1 (mesylate (salt)), 113-52-0 (mono-hydrochloride)","Drug / Therapeutic Agent, Antihypertensive agents, Adrenergic alpha-antagonists, Sympatholytics, Reproductive Effect","C17-H19-N3-O, C19-H17-N3-O4-S2",Phentolamine,2233-26-3,COMPONENT,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2194,50624,,"Quinoline, 7-chloro-4-((4-(diethylamino)-1-methylbutyl)amino)-, phosphate (1:2) (8CI), Chloroquine bis(phosphate), 1,4-Pentanediamine, N(sup 4)-(7-chloro-4-quinolinyl)-N(sup 1),N(sup 1)-diethyl-, phosphate (1:2), N(4)-(7-Chloro-4-quinolinyl)-N(1),N(1)-diethyl-1,4-pentanediamine, phosphate (1:2), Hexobendine dihydrochloride, Chloroquine phosphate, 1,4-Pentanediamine, N4-(7-chloro-4-quinolinyl)-N1,N1-diethyl-, phosphate (1:2), Quinoline, 7-chloro-4-(4-diethylamino-1-methyl-butylamino)-, diphosphate, 1,4-Pentanediamine, N4-(7-chloro-4-quinolinyl)-N1,N1-diethyl-, phosphate (1:2) (9CI)",,,,"""A Nonselective alpha-adrenergic antagonist. It is used in the treatment of hypertension and hypertensive emergencies, pheochromocytoma, vasospasm of Raynauds disease and frostbite, clonidine withdrawal syndrome, impotence, and peripheral vascular disease.""",,,"CCRIS, EINECS, MESH, RTECS, NLM, USPDDN",,,,,,,,,,chemid.xml,"EINECS, RTECS, TOXLINE","Chloroquine diphosphate, Hexobendine dihydrochloride, Chloroquine phosphate USAN:BAN","Miniquine, EINECS 200-055-2, Aralen phosphate, Reoxyl, Chloroquine phosphate, NSC 14050, Aralen diphosphate, Chingamin, Chloroquine diphosphate, Tanakan (antimalarial), Chlorochin diphosphate, H-Stadur, Quingamine, WR 1522, CCRIS 1554, Chingamin phosphate, Delagil, SN 7618, Alermine, Arechin, 7-Chlor-4-(4-(diaethylamino)-1-methylbutylamino)-chinolindiphosphat German, Sanoquin, Bemaphate, Nivaquine B, 3377 RP, Ipsen 225, Khingamin, Tanakan, Chloroquin diphosphate, dl-Chloroquine diphosphate, AI3-14952, 7-Chloro-4-((4-(diethylamino)-1-methylbutyl)amino)quinoline phosphate (1:2), Resochin, Avloclor, Tanakene, SN 7,618, Gontochin phosphate, RP 3377, Chingaminum, Chloroquine dihydrogen phosphate (1:2), Resoquine",73-05-2 (mono-hydrochloride),Sympatholytics,"C30-H44-N2-O10.2Cl-H, C17-H19-N3-O",Phentolamine,2233-26-3,"COMPONENT, C30-H44-N2-O10, Cl-H","Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2195,50635,,"""Salicylanilide, 2,5-dichloro-4-nitro-"", Niclosamide, Quinoline, 7-chloro-4-(4-diethylamino-1-methyl-butylamino)-, diphosphate, Benzamide, 5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxy-",,,,"""A Nonselective alpha-adrenergic antagonist. It is used in the treatment of hypertension and hypertensive emergencies, pheochromocytoma, vasospasm of Raynauds disease and frostbite, clonidine withdrawal syndrome, impotence, and peripheral vascular disease.""",,,"CCRIS, EINECS, MESH, RTECS, HSDB, NLM, USPDDN",,,,,,,,,,chemid.xml,"CANCERLIT, MEDLINE, CCRIS, EINECS, MESH, RTECS, TOXLINE, AIDSLINE, EMIC, DART/ETIC","Chloroquine phosphate USAN:BAN, Niclosamide, Niclosamide BSI:ISO, Niclosamide USAN:BAN:INN","5-Chlorosalicyloyl-(o-chloro-p-nitranilide), Devermin, ""5-Chloro-2-chloro-4-nitrosalicylanilide"", AI3-25823, Devermine, Tredemine, Mansonil, 2-Chloro-4-nitrophenylamide-6-chlorosalicylic acid, Niclosamide, ""2,5-Dichloro-4-nitrosalicylanilide"", Lintex, 5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide, ENT 25823, ""2,5-Dichlor-4-nitro-salizylsaeureanilid German"", Chemagro 2353, Benzamide, 5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxy-, WR 46234, SR 73, Niclosamida INN-Spanish, Cestocid, BRN 2820605, Iomezan, BAY 2353, HSDB 1572, Nasemo, Mato, Niclocide, Atenase, ""Salicylanilide, 2,5-dichloro-4-nitro-"", Helmiantin, Yomesan, B 2353, CCRIS 3437, Nitrophenyl chlorsalicylamide, Iomesan, dl-Chloroquine diphosphate, ""5-Chloro-N-(2-chloro-4-nitrophenyl)salicylamide"", Radeverm, Sulqui, 2-Hydroxy-5-chloro-N-(2-chloro-4-nitrophenyl)benzamide, Fedal-Telmin, Phenasal, Bayer 73, ""N-(2-Chlor-4-nitrophenyl)-5-chlorsalicylamid German"", N-(2-Chloro-4-nitrophenyl)-5-chlorosalicylamide, Dichlosale, EINECS 200-056-8, Vermitid, Vermitin, Bayluscid, Niclosamidum INN-Latin, HL 2447, NSC 178296, Sagimid, Zestocarp, Fenasal, Bayer 2353",73-05-2 (mono-hydrochloride),"Antimalarials, Drug / Therapeutic Agent, Suppressant lupus erythematosus, Mutation data, Human Data, Anti-amebic, Anti-inflammatory agents, non-steroidal, Filaricides, Reproductive Effect, Sympatholytics, Antimalarial","C30-H44-N2-O10.2Cl-H, C18-H26-Cl-N3.2H3-P-O4, C18-H26-Cl-N3.2H3-O4-P","Niclosamide, Phentolamine","6384-82-3, 69698-56-2, 2233-26-3","H3-P-O4, Cl-H, H3-O4-P, COMPONENT, C18-H26-Cl-N3","Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2196,5064313,,"Nitrilotriacetic acid, trisodium salt||Trisodium nitrilotriacetate|Bis(carboxymethyl)glycine, trisodium salt|Glycine, N,N-bis(carboxymethyl)-, trisodium salt (9CI)|NTA, trisodium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,039106
2197,50657,,"6-(Methylthio)purine, 1H-Purine, 6-(methylthio)- (9CI), ""Salicylanilide, 2,5-dichloro-4-nitro-"", Purine, 6-(methylthio)-, Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide (See code no. 077401)|Bayluscid||Dichloro-4-nitrosalicylanilide (See code no. 077401)|Chloro-4-nitrophenyl)-5-chlorosalicylamide|Benzamide, 5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxy- (9CI)|Salicylanilide, 2,5-dichloro-4-nitro- (8CI)|Bay 2353|Cestocid|Devermin|Devermine|Dichlosale|Fedal-Telmin|Fenasal|Helmiantin|HL 2447|Iomesan|Iomezan|Lintex|Mansonil|Mato|Chloro-4-nitrophenyl)-5-chlorosalicylamide|Nasemo|Niclosamide (USAN)|Phenasal|Radeverm|Sagimid|Sulqui|Tredemine|Vermitid|Vermitin|Chloro-4-nitrophenylamide-6-chlorosalicylic acid|Hydroxy-5-chloro-N-(2-chloro-4-nitrophenyl)benzamide|Dichlor-4-nitro-salizylsaeureanilid (German)|Chloro-N-(2-chloro-4-nitrophenyl)salicylamide|Chloro-2-chloro-4nitrosalicylanilide|Yomesan",,,,"""A Nonselective alpha-adrenergic antagonist. It is used in the treatment of hypertension and hypertensive emergencies, pheochromocytoma, vasospasm of Raynauds disease and frostbite, clonidine withdrawal syndrome, impotence, and peripheral vascular disease."", An Antihelmintic that is active against most tapeworms. (From Martindale, The Extra Pharmacopoeia, 30th ed, p48)",,,"EINECS, MESH, RTECS, HSDB, NLM, USPDDN",,,,,,,,,,"chemid.xml, PPIS/chemname.zip","GENETOX, CANCERLIT, MEDLINE, CCRIS, EINECS, HSDB, MESH, RTECS, TOXLINE, MEDLINE_MH, EMIC, MESH HEADING, DART/ETIC","6-Methylthiopurine, Niclosamide USAN:BAN:INN","S-Methyl-6-mercaptopurine, 6-Methyl MP, SQ 8343, 6-(Methylthio)purine, 6-Methylmercaptopurine, NSC 20105, EINECS 200-057-3, Zestocarp, AI3-26418, 1H-Purine, 6-(methylthio)-","73-05-2 (mono-hydrochloride), 1420-04-8 (2-aminoethanol (1:1))","Drug / Therapeutic Agent, Suppressant lupus erythematosus, Mutation data, Anthelmintic, Molluscicide, Molluscacides, Agricultural Chemical, Antinematodal agents, Anticestodal agents, Nematocide, Reproductive Effect","C18-H26-Cl-N3.2H3-P-O4, C13-H8-Cl2-N2-O4",Niclosamide,69698-56-2,H3-P-O4,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,217800
2198,50668,,"1H-Indol-5-ol, 3-(2-aminoethyl)-, Indol-5-ol, 3-(2-aminoethyl)-, 3-(2-Aminoethyl)indol-5-ol, Purine, 6-(methylthio)-",,,,"An Antihelmintic that is active against most tapeworms. (From Martindale, The Extra Pharmacopoeia, 30th ed, p48)",,,"EINECS, MESH, RTECS",,,,,,,,,,chemid.xml,"CANCERLIT, MEDLINE, EINECS, MESH, RTECS, TOXLINE, EMIC, DART/ETIC","6-Methylthiopurine, Serotonin","5-Hta, Antemovis, Substanz DS, Tryptamine, 5-hydroxy-, 5-HT, 5-Hydroxytryptamine, Serotonin, 3-(beta-Aminoethyl)-5-hydroxyindole, Serotonine, 5-Hydroxy-3-(beta-aminoethyl)indole, Thrombotonin, Antemoqua, Substance DS, BRN 0143524, Thrombocytin, 5-22-12-00016 (Beilstein Handbook Reference), 3-(2-Aminoethyl)indol-5-ol, EINECS 200-058-9, Enteramine, Ds substance, SQ 8343, Hippophain",1420-04-8 (2-aminoethanol (1:1)),"Drug / Therapeutic Agent, Reproductive Effect","C6-H6-N4-S, C13-H8-Cl2-N2-O4","Niclosamide, Serotonin",69698-56-2,H3-P-O4,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2199,506774,,Cyanogen chloride||Chlorocyanogen,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,025801
2200,50679,,"Indol-5-ol, 3-(2-aminoethyl)-, Ribose, D-Ribose",,,,"A biochemical messenger and regulator, synthesized from the essential amino acid L-TRYPTOPHAN. In humans it is found primarily in the central nervous system, gastrointestinal tract, and blood platelets. Serotonin mediates several important physiological functions including neurotransmission, gastrointestinal motility, hemostasis, and cardiovascular integrity. Multiple receptor families (RECEPTORS, SEROTONIN) explain the broad physiological actions and distribution of this biochemical mediator., An Antihelmintic that is active against most tapeworms. (From Martindale, The Extra Pharmacopoeia, 30th ed, p48)",,,"EINECS, MESH, RTECS, PAFA, NLM",,,,,,,,,,chemid.xml,"CANCERLIT, MEDLINE, EINECS, MESH, RTECS, TOXLINE, AIDSLINE, EMIC, MESH HEADING, DART/ETIC","Ribose, Serotonin, D-Ribose","4-01-00-04211 (Beilstein Handbook Reference), Ribose, BRN 1723081, Tryptamine, 5-hydroxy-, AI3-52667, EINECS 200-059-4, D-Ribose, Ribo-2,3,4,5-tetrahydroxyvaleraldehyde, D-",1420-04-8 (2-aminoethanol (1:1)),"Free radical scavengers, Drug / Therapeutic Agent, Reproductive Effect","C6-H6-N4-S, C10-H12-N2-O","Ribose, Serotonin",69698-56-2,H3-P-O4,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-, Ribose, D-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2201,506876,,"Ammonium carbonate||Carbonic acid, diammonium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,073501
2202,50691,,"Ribose, 2-Naphthalenamine, 1-(2-phenyldiazenyl)-, 2-Naphthylamine, 1-(phenylazo)-, 2-Naphthalenamine, 1-(phenylazo)-, C.I. Solvent Yellow 5 (8CI), 1-(Phenylazo)naphthalen-2-amine",,,,"A biochemical messenger and regulator, synthesized from the essential amino acid L-TRYPTOPHAN. In humans it is found primarily in the central nervous system, gastrointestinal tract, and blood platelets. Serotonin mediates several important physiological functions including neurotransmission, gastrointestinal motility, hemostasis, and cardiovascular integrity. Multiple receptor families (RECEPTORS, SEROTONIN) explain the broad physiological actions and distribution of this biochemical mediator., A pentose active in biological systems usually in its D-form.",,,"EPA SRS, CCRIS, EINECS, MESH, RTECS, PAFA, MeSH, HSDB, TSCAINV, IARC, NLM, FDA SRS",,,,,,,,,,chemid.xml,"CANCERLIT, DSL, MEDLINE, EINECS, MESH, RTECS, SUPERLIST, TOXLINE, AIDSLINE, EMIC, MESH HEADING, DART/ETIC","Ribose, 1-(Phenylazo)-2-naphthylamine, C.I. Food Yellow 10, 1-Phenylazo-2-naphthylamine","CCRIS 3193, Dolkwal Yellow AB, Zlut maselna AB Czech, C.I. Solvent Yellow 5, FD & C Yellow 3, Oil Yellow AB, CI 11380, Yellow AB, UNII-3VSI4D701X, Ribose, NSC 11228, CI Solvent Yellow 5, 1-Benzene-azo-beta-naphthylamine, HSDB 1041, 1-(Phenylazo)-2-naphthylamine, Jaune AB, ""AZO Benzene 1-naphthalene, 2-amino-"", Ext D and C Yellow No. 9, 1-Benzeneazo-2-naphthylamine, Solvent Yellow 5, AF Yellow No. 2, Zlut maselna AB, 1-Phenylazo-2-naphthylamine, C.I. 11380, Oil Yellow AB Pure, Yellow No. 2, FD and C Yellow No. 3, C.I. Food Yellow 10, EINECS 201-636-3, A.F. Yellow No. 2, Zlut rozpoustedlova 5 Czech, Oil Yellow A, 1-(Phenylazo)-2-naphthalenamine, Zlut rozpoustedlova 5, AI3-09035, 2-Naphthylamine, 1-(phenylazo)-, Grasal Yellow, Oil Yellow AB (VAN), 2-Naphthalenamine, 1-(phenylazo)-, BRN 1842536, Cerisol Yellow AB",1420-04-8 (2-aminoethanol (1:1)),"Mutation data, Reproductive Effect","C5-H10-O5, C10-H12-N2-O",Ribose,"69698-56-2, 58-91-3, 6915-40-8",H3-P-O4,"Ribose, D-, Yellow AB",Reportable Quantity (RQ) = 5000 lb,"SRC CHEMFATE, NIST WebBook","RQ, PAFA",Unipres,,,
2203,50704,,Glucitol (CAS NAME)||Sorbitol,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,000008
2204,50723803,,"Isopropyl-1H-2,1,3-benzothiadiazin-4(3H)-one-2,2-dioxide, sodium salt|Sodium bentazon||Benzothiadiazin-4(3H)-one-2,2-dioxide, 3-isopropyl-, sodium salt|Bentazon, sodium salt|Basagran ( as the sodium salt )|BAS 35107-H|Twister 3.75LC (Use 3 code nos. 103901, 123802 and 075603)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,103901
2205,50760,,Actinomycin D,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"10, Sup 7",
2206,507608,,Scilliroside|Red Squill glycoside||Glycoside (C32H44O12) from red variety of Urginea maritima|Scilliroside glycoside,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,070801
2207,50782,,"Acetylsalicylic acid||Benzoic acid, 2-(acetyloxy)-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,129061
2208,5082699,,"Sodium 2-((2-hydroxy-5-nonylbenzyl)methylamino)ethanesulfonate|Taurine, N-methyl-N-(5-nonylsalicyl)-, monosodium salt||Sodium 2-(((2-hydroxy-5-nonylphenyl)methyl)methylamino)ethanesulfonate|Hydroxy-5-nonylbenzyl)methylamino)ethanesulfonic acid, sodium salt|Hydroxy-5-nonylphenyl)methyl)methylamino)ethanesulfonic acid, sodium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,067324
2209,50864670,,Barium polysulfide||Barium sulfide (Ba(Sx)),,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,076704
2210,50868581,,"Hydroxybenzyl)adenosine||Cytokinin R|Adenosine, N-((2-hydroxyphenyl)methyl)-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,116803
2211,509148,,Tetranitromethane,1996,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,65,
2212,50926119,,Indium tin oxide,2018 online,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,118,
2213,50933330,,"Hexadecadien-1-ol, acetate||Gossyplure HF|Gossyplure|NoMate PBW|Hercon H.V. Flakes for pink bollworm|PB-Rope (Pheromone Dispensers)|Stirrup PBW",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,114103
2214,510156,"C008784, C037554, C004659","Antimony, antimony trioxide, Fluorobenzenes, chlorobenzilate, pentafluorobenzylimine, Chlorobenzilate, Ethyl 4,4-dichlorobenzilate|Chlorobenzilate||Dichlorobenzilic acid ethyl ester|Chloro-alpha-(4-chlorophenyl)-alpha-hydroxybenzeneacetic acid ethyl ester|Acaraben|Geigy 338|G 23992|Kop-Mite|Ben-O-chlor|Benzilan|Akar","1974, 2012, 1983, 2015, 1982, 1987","01, 05, 08, 09, 11","18, 05, 14, 01",structure\\n  ,"48, 16, 0","*D000965, *D001561, *D005464","J Chromatogr Sci 12(7):411;1974, J Agric Food Chem 1979;27(6):1141, Int Arch Occup Environ Health 1983;51(3):199","M0052947, M0113565, M0045793","H850P004CZ, P217481X5E, 0","T082950, T255027, T075796","INN (19XX), FDA SRS (2015), NLM (1969), NLM (1994), NLM (1974)",Q000188,"PARACOCCIDIOIDES (74-79), IMINES (74-82)","""ethyl 4,4-dichlorobenzilate""",M0064874,M0312874,"MeSHSupplemental.xml, List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,3,"30, Sup 7",028801
2215,51025,,Pronetalol hydrochloride,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"13, Sup 7",
2216,51026289,,"Potassium N-hydroxymethyl-N-methyldithiocarbamate||Carbamodithioic acid, N-methyl-N-hydroxymethyl-, potassium salt|Busan 52, component of (with 051704)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,102901
2217,51036,,"Piperonyl butoxide, Butylcarbityl)(6-propylpiperonyl) ether 80% and related compounds 20%|Piperonyl butoxide||Benzodioxole, 5-((2-(2-butoxyethoxy)ethoxy)methyl)-6-propyl-|Butyl carbitol 6-propylpiperonyl ether|Propylpiperonyl butyl diethyleneglycol ether|Butoxyethoxy)ethoxy)methyl)-6-propyl-1,3-benzodioxole|Butacide|ENT-14250|Pybuthrin",1987,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,3,"30, Sup 7",067501
2218,51149,,"Methylenedioxyphenoxy)-3,6,9-trioxaundecane||Ethoxyethoxy)-2-(1-(3,4-(methylenedioxy)phenoxy)ethoxy)ethane|Ethoxyethoxy)ethyl 3,4-(methylenedioxy)phenyl acetal acetaldehyde|Sesamex|Sesoxane|ENT-20871",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,218200
2219,51170593,,"Silvex*, Diethanolamine salt *(2-(2,4,5-trichlorophenoxy)propionic acid)|Silvex, diethanolamine salt||Trichlorophenoxy)propionic acid = silvex, diethanolamine salt of",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,082516
2220,51173638,,"Methylamine 2,4-dichlorophenoxyacetate||Acetic acid, (2,4-dichlorophenoxy)-, compd. with methanamine (1:1) (9CI) (CA INDEX NAME)|2,4-D, methylamine salt|Dichlorophenoxyacetic acid, methylamine salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,030027
2221,51183,,"2,4,6-Tris(1-aziridinyl)-<i>s</i>-triazine",1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"9, Sup 7",
2222,51200874,,"Dimethyloxazolidine||Dimethyl-1-oxa-3-aza-cyclopentane|Oxazolidine, 4,4-dimethyl-|Bioban CS-1135 (Use 2 code nos. 114801 and 114802)|Cosan 101, component of (with 114802)|Nuosept 101 (Use 2 code nos. 114801 and 114802)|Troysan 192, major component of (with 114802 and 005801), Dimethyloxazolidine (impurity; not cleared as inert)||Oxazolidine, 4,4-dimethyl-",,,,,,,,,,,,,,,,,"PPIS/chemname.zip, PPIS/chemname.zip",,,,,,,,,,,,,,,,,"114801, 600014"
2223,51218,,5-Fluorouracil,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"26, Sup 7",
2224,51218452,,"Chloro-N-(2-ethyl-6-methylphenyl)-N-(2-methoxy-1-methylphenyl)acetamide (9CI) (CA INDEX NAME)|Metolachlor (ANSI)||Chloro-6-ethyl-N-(2-methoxy-1-methylethyl)-o-acetotoluidide|Methoxy-1-methylethyl)-2-ethyl-6-methyl-2-chloroacetanilide|Acetotoluidide, 2-chloro-6-ethyl-N-(2-methoxy-1-methylethyl)-|Acetamide, 2-chloro-N-(6-ethyl-o-tolyl)-N-(2-methoxy-1-methylethyl)-|Methanesulfonamide, 1,1,1-trifluoro-N-(2-methyl-4-(phenylsulfonyl)phenyl)-|Acetamide, 2-chloro-N-(2-ethyl-6-methylphenyl)-N-(2-methoxy-1-methylethyl)-|Milocep, component of (with 080808)|Dual|CGA-24705|Bicep|Codal|Cotoran Multi|Primagram|Primextra|Pennant|Ontrack 8E",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,108801
